food,water_in_liter,electric_in_kwh,internet_in_gb,cloth_wash_in_kg,cost_rupiah
Rendang,1.40,7.00,1.10,2.40,57800.0
Sayur lodeh,1.40,7.00,1.10,2.40,46800.0
Gado Gado,1.40,7.00,1.10,2.40,45800.0
Rawon,1.40,7.00,1.10,2.40,52800.0
Ketoprak,1.40,7.00,1.10,2.40,45300.0
Siomay,1.40,7.00,1.10,2.40,41800.0
Nasi Goreng,1.60,7.00,1.10,2.40,48000.0
Indomie,1.60,7.00,1.10,2.40,35000.0
Bakso ayam,1.60,7.00,1.10,2.40,45000.0
Sate,1.60,7.00,1.10,2.40,49000.0
Rendang,1.60,7.00,1.10,2.40,58000.0
Sayur lodeh,1.60,7.00,1.10,2.40,47000.0
Gado Gado,1.60,7.00,1.10,2.40,46000.0
Rawon,1.60,7.00,1.10,2.40,53000.0
Ketoprak,1.60,7.00,1.10,2.40,45500.0
Siomay,1.60,7.00,1.10,2.40,42000.0
Nasi Goreng,1.80,7.00,1.10,2.40,48200.0
Indomie,1.80,7.00,1.10,2.40,35200.0
Bakso ayam,1.80,7.00,1.10,2.40,45200.0
Sate,1.80,7.00,1.10,2.40,49200.0
Rendang,1.80,7.00,1.10,2.40,58200.0
Sayur lodeh,1.80,7.00,1.10,2.40,47200.0
Gado Gado,1.80,7.00,1.10,2.40,46200.0
Rawon,1.80,7.00,1.10,2.40,53200.0
Ketoprak,1.80,7.00,1.10,2.40,45700.0
Siomay,1.80,7.00,1.10,2.40,42200.0
Nasi Goreng,2.00,7.00,1.10,2.40,48400.0
Indomie,2.00,7.00,1.10,2.40,35400.0
Bakso ayam,2.00,7.00,1.10,2.40,45400.0
Sate,2.00,7.00,1.10,2.40,49400.0
Rendang,2.00,7.00,1.10,2.40,58400.0
Sayur lodeh,2.00,7.00,1.10,2.40,47400.0
Gado Gado,2.00,7.00,1.10,2.40,46400.0
Rawon,2.00,7.00,1.10,2.40,53400.0
Ketoprak,2.00,7.00,1.10,2.40,45900.0
Siomay,2.00,7.00,1.10,2.40,42400.0
Nasi Goreng,2.20,7.00,1.10,2.40,48600.0
Indomie,2.20,7.00,1.10,2.40,35600.0
Bakso ayam,2.20,7.00,1.10,2.40,45600.0
Sate,2.20,7.00,1.10,2.40,49600.0
Rendang,2.20,7.00,1.10,2.40,58600.0
Sayur lodeh,2.20,7.00,1.10,2.40,47600.0
Gado Gado,2.20,7.00,1.10,2.40,46600.0
Rawon,2.20,7.00,1.10,2.40,53600.0
Ketoprak,2.20,7.00,1.10,2.40,46100.0
Siomay,2.20,7.00,1.10,2.40,42600.0
Nasi Goreng,2.40,7.00,1.10,2.40,48800.0
Indomie,2.40,7.00,1.10,2.40,35800.0
Bakso ayam,2.40,7.00,1.10,2.40,45800.0
Sate,2.40,7.00,1.10,2.40,49800.0
Rendang,2.40,7.00,1.10,2.40,58800.0
Sayur lodeh,2.40,7.00,1.10,2.40,47800.0
Gado Gado,2.40,7.00,1.10,2.40,46800.0
Rawon,2.40,7.00,1.10,2.40,53800.0
Ketoprak,2.40,7.00,1.10,2.40,46300.0
Siomay,2.40,7.00,1.10,2.40,42800.0
Nasi Goreng,2.60,7.00,1.10,2.40,49000.0
Indomie,2.60,7.00,1.10,2.40,36000.0
Bakso ayam,2.60,7.00,1.10,2.40,46000.0
Sate,2.60,7.00,1.10,2.40,50000.0
Rendang,2.60,7.00,1.10,2.40,59000.0
Sayur lodeh,2.60,7.00,1.10,2.40,48000.0
Gado Gado,2.60,7.00,1.10,2.40,47000.0
Rawon,2.60,7.00,1.10,2.40,54000.0
Ketoprak,2.60,7.00,1.10,2.40,46500.0
Siomay,2.60,7.00,1.10,2.40,43000.0
Nasi Goreng,0.80,8.50,1.10,2.40,48550.0
Indomie,0.80,8.50,1.10,2.40,35550.0
Bakso ayam,0.80,8.50,1.10,2.40,45550.0
Sate,0.80,8.50,1.10,2.40,49550.0
Rendang,0.80,8.50,1.10,2.40,58550.0
Sayur lodeh,0.80,8.50,1.10,2.40,47550.0
Gado Gado,0.80,8.50,1.10,2.40,46550.0
Rawon,0.80,8.50,1.10,2.40,53550.0
Ketoprak,0.80,8.50,1.10,2.40,46050.0
Siomay,0.80,8.50,1.10,2.40,42550.0
Nasi Goreng,1.00,8.50,1.10,2.40,48750.0
Indomie,1.00,8.50,1.10,2.40,35750.0
Bakso ayam,1.00,8.50,1.10,2.40,45750.0
Sate,1.00,8.50,1.10,2.40,49750.0
Rendang,1.00,8.50,1.10,2.40,58750.0
Sayur lodeh,1.00,8.50,1.10,2.40,47750.0
Gado Gado,1.00,8.50,1.10,2.40,46750.0
Rawon,1.00,8.50,1.10,2.40,53750.0
Ketoprak,1.00,8.50,1.10,2.40,46250.0
Siomay,1.00,8.50,1.10,2.40,42750.0
Nasi Goreng,1.20,8.50,1.10,2.40,48950.0
Indomie,1.20,8.50,1.10,2.40,35950.0
Bakso ayam,1.20,8.50,1.10,2.40,45950.0
Sate,1.20,8.50,1.10,2.40,49950.0
Rendang,1.20,8.50,1.10,2.40,58950.0
Sayur lodeh,1.20,8.50,1.10,2.40,47950.0
Gado Gado,1.20,8.50,1.10,2.40,46950.0
Rawon,1.20,8.50,1.10,2.40,53950.0
Ketoprak,1.20,8.50,1.10,2.40,46450.0
Siomay,1.20,8.50,1.10,2.40,42950.0
Nasi Goreng,1.40,8.50,1.10,2.40,49150.0
Indomie,1.40,8.50,1.10,2.40,36150.0
Bakso ayam,1.40,8.50,1.10,2.40,46150.0
Sate,1.40,8.50,1.10,2.40,50150.0
Rendang,1.40,8.50,1.10,2.40,59150.0
Sayur lodeh,1.40,8.50,1.10,2.40,48150.0
Gado Gado,1.40,8.50,1.10,2.40,47150.0
Rawon,1.40,8.50,1.10,2.40,54150.0
Ketoprak,1.40,8.50,1.10,2.40,46650.0
Siomay,1.40,8.50,1.10,2.40,43150.0
Nasi Goreng,1.60,8.50,1.10,2.40,49350.0
Indomie,1.60,8.50,1.10,2.40,36350.0
Bakso ayam,1.60,8.50,1.10,2.40,46350.0
Sate,1.60,8.50,1.10,2.40,50350.0
Rendang,1.60,8.50,1.10,2.40,59350.0
Sayur lodeh,1.60,8.50,1.10,2.40,48350.0
Gado Gado,1.60,8.50,1.10,2.40,47350.0
Rawon,1.60,8.50,1.10,2.40,54350.0
Ketoprak,1.60,8.50,1.10,2.40,46850.0
Siomay,1.60,8.50,1.10,2.40,43350.0
Nasi Goreng,1.80,8.50,1.10,2.40,49550.0
Indomie,1.80,8.50,1.10,2.40,36550.0
Bakso ayam,1.80,8.50,1.10,2.40,46550.0
Sate,1.80,8.50,1.10,2.40,50550.0
Rendang,1.80,8.50,1.10,2.40,59550.0
Sayur lodeh,1.80,8.50,1.10,2.40,48550.0
Gado Gado,1.80,8.50,1.10,2.40,47550.0
Rawon,1.80,8.50,1.10,2.40,54550.0
Ketoprak,1.80,8.50,1.10,2.40,47050.0
Siomay,1.80,8.50,1.10,2.40,43550.0
Nasi Goreng,2.00,8.50,1.10,2.40,49750.0
Indomie,2.00,8.50,1.10,2.40,36750.0
Bakso ayam,2.00,8.50,1.10,2.40,46750.0
Sate,2.00,8.50,1.10,2.40,50750.0
Rendang,2.00,8.50,1.10,2.40,59750.0
Sayur lodeh,2.00,8.50,1.10,2.40,48750.0
Gado Gado,2.00,8.50,1.10,2.40,47750.0
Rawon,2.00,8.50,1.10,2.40,54750.0
Ketoprak,2.00,8.50,1.10,2.40,47250.0
Siomay,2.00,8.50,1.10,2.40,43750.0
Nasi Goreng,2.20,8.50,1.10,2.40,49950.0
Indomie,2.20,8.50,1.10,2.40,36950.0
Bakso ayam,2.20,8.50,1.10,2.40,46950.0
Sate,2.20,8.50,1.10,2.40,50950.0
Rendang,2.20,8.50,1.10,2.40,59950.0
Sayur lodeh,2.20,8.50,1.10,2.40,48950.0
Gado Gado,2.20,8.50,1.10,2.40,47950.0
Rawon,2.20,8.50,1.10,2.40,54950.0
Ketoprak,2.20,8.50,1.10,2.40,47450.0
Siomay,2.20,8.50,1.10,2.40,43950.0
Nasi Goreng,2.40,8.50,1.10,2.40,50150.0
Indomie,2.40,8.50,1.10,2.40,37150.0
Bakso ayam,2.40,8.50,1.10,2.40,47150.0
Sate,2.40,8.50,1.10,2.40,51150.0
Rendang,2.40,8.50,1.10,2.40,60150.0
Sayur lodeh,2.40,8.50,1.10,2.40,49150.0
Gado Gado,2.40,8.50,1.10,2.40,48150.0
Rawon,2.40,8.50,1.10,2.40,55150.0
Ketoprak,2.40,8.50,1.10,2.40,47650.0
Siomay,2.40,8.50,1.10,2.40,44150.0
Nasi Goreng,2.60,8.50,1.10,2.40,50350.0
Indomie,2.60,8.50,1.10,2.40,37350.0
Bakso ayam,2.60,8.50,1.10,2.40,47350.0
Sate,2.60,8.50,1.10,2.40,51350.0
Rendang,2.60,8.50,1.10,2.40,60350.0
Sayur lodeh,2.60,8.50,1.10,2.40,49350.0
Gado Gado,2.60,8.50,1.10,2.40,48350.0
Rawon,2.60,8.50,1.10,2.40,55350.0
Ketoprak,2.60,8.50,1.10,2.40,47850.0
Siomay,2.60,8.50,1.10,2.40,44350.0
Nasi Goreng,0.80,10.00,1.10,2.40,49900.0
Indomie,0.80,10.00,1.10,2.40,36900.0
Bakso ayam,0.80,10.00,1.10,2.40,46900.0
Sate,0.80,10.00,1.10,2.40,50900.0
Rendang,0.80,10.00,1.10,2.40,59900.0
Sayur lodeh,0.80,10.00,1.10,2.40,48900.0
Gado Gado,0.80,10.00,1.10,2.40,47900.0
Rawon,0.80,10.00,1.10,2.40,54900.0
Ketoprak,0.80,10.00,1.10,2.40,47400.0
Siomay,0.80,10.00,1.10,2.40,43900.0
Nasi Goreng,1.00,10.00,1.10,2.40,50100.0
Indomie,1.00,10.00,1.10,2.40,37100.0
Bakso ayam,1.00,10.00,1.10,2.40,47100.0
Sate,1.00,10.00,1.10,2.40,51100.0
Rendang,1.00,10.00,1.10,2.40,60100.0
Sayur lodeh,1.00,10.00,1.10,2.40,49100.0
Gado Gado,1.00,10.00,1.10,2.40,48100.0
Rawon,1.00,10.00,1.10,2.40,55100.0
Ketoprak,1.00,10.00,1.10,2.40,47600.0
Siomay,1.00,10.00,1.10,2.40,44100.0
Nasi Goreng,1.20,10.00,1.10,2.40,50300.0
Indomie,1.20,10.00,1.10,2.40,37300.0
Bakso ayam,1.20,10.00,1.10,2.40,47300.0
Sate,1.20,10.00,1.10,2.40,51300.0
Rendang,1.20,10.00,1.10,2.40,60300.0
Sayur lodeh,1.20,10.00,1.10,2.40,49300.0
Gado Gado,1.20,10.00,1.10,2.40,48300.0
Rawon,1.20,10.00,1.10,2.40,55300.0
Ketoprak,1.20,10.00,1.10,2.40,47800.0
Siomay,1.20,10.00,1.10,2.40,44300.0
Nasi Goreng,1.40,10.00,1.10,2.40,50500.0
Indomie,1.40,10.00,1.10,2.40,37500.0
Bakso ayam,1.40,10.00,1.10,2.40,47500.0
Sate,1.40,10.00,1.10,2.40,51500.0
Rendang,1.40,10.00,1.10,2.40,60500.0
Sayur lodeh,1.40,10.00,1.10,2.40,49500.0
Gado Gado,1.40,10.00,1.10,2.40,48500.0
Rawon,1.40,10.00,1.10,2.40,55500.0
Ketoprak,1.40,10.00,1.10,2.40,48000.0
Siomay,1.40,10.00,1.10,2.40,44500.0
Nasi Goreng,1.60,10.00,1.10,2.40,50700.0
Indomie,1.60,10.00,1.10,2.40,37700.0
Bakso ayam,1.60,10.00,1.10,2.40,47700.0
Sate,1.60,10.00,1.10,2.40,51700.0
Rendang,1.60,10.00,1.10,2.40,60700.0
Sayur lodeh,1.60,10.00,1.10,2.40,49700.0
Gado Gado,1.60,10.00,1.10,2.40,48700.0
Rawon,1.60,10.00,1.10,2.40,55700.0
Ketoprak,1.60,10.00,1.10,2.40,48200.0
Siomay,1.60,10.00,1.10,2.40,44700.0
Nasi Goreng,1.80,10.00,1.10,2.40,50900.0
Indomie,1.80,10.00,1.10,2.40,37900.0
Bakso ayam,1.80,10.00,1.10,2.40,47900.0
Sate,1.80,10.00,1.10,2.40,51900.0
Rendang,1.80,10.00,1.10,2.40,60900.0
Sayur lodeh,1.80,10.00,1.10,2.40,49900.0
Gado Gado,1.80,10.00,1.10,2.40,48900.0
Rawon,1.80,10.00,1.10,2.40,55900.0
Ketoprak,1.80,10.00,1.10,2.40,48400.0
Siomay,1.80,10.00,1.10,2.40,44900.0
Nasi Goreng,2.00,10.00,1.10,2.40,51100.0
Indomie,2.00,10.00,1.10,2.40,38100.0
Bakso ayam,2.00,10.00,1.10,2.40,48100.0
Sate,2.00,10.00,1.10,2.40,52100.0
Rendang,2.00,10.00,1.10,2.40,61100.0
Sayur lodeh,2.00,10.00,1.10,2.40,50100.0
Gado Gado,2.00,10.00,1.10,2.40,49100.0
Rawon,2.00,10.00,1.10,2.40,56100.0
Ketoprak,2.00,10.00,1.10,2.40,48600.0
Siomay,2.00,10.00,1.10,2.40,45100.0
Nasi Goreng,2.20,10.00,1.10,2.40,51300.0
Indomie,2.20,10.00,1.10,2.40,38300.0
Bakso ayam,2.20,10.00,1.10,2.40,48300.0
Sate,2.20,10.00,1.10,2.40,52300.0
Rendang,2.20,10.00,1.10,2.40,61300.0
Sayur lodeh,2.20,10.00,1.10,2.40,50300.0
Gado Gado,2.20,10.00,1.10,2.40,49300.0
Rawon,2.20,10.00,1.10,2.40,56300.0
Ketoprak,2.20,10.00,1.10,2.40,48800.0
Siomay,2.20,10.00,1.10,2.40,45300.0
Nasi Goreng,2.40,10.00,1.10,2.40,51500.0
Indomie,2.40,10.00,1.10,2.40,38500.0
Bakso ayam,2.40,10.00,1.10,2.40,48500.0
Sate,2.40,10.00,1.10,2.40,52500.0
Rendang,2.40,10.00,1.10,2.40,61500.0
Sayur lodeh,2.40,10.00,1.10,2.40,50500.0
Gado Gado,2.40,10.00,1.10,2.40,49500.0
Rawon,2.40,10.00,1.10,2.40,56500.0
Ketoprak,2.40,10.00,1.10,2.40,49000.0
Siomay,2.40,10.00,1.10,2.40,45500.0
Nasi Goreng,2.60,10.00,1.10,2.40,51700.0
Indomie,2.60,10.00,1.10,2.40,38700.0
Bakso ayam,2.60,10.00,1.10,2.40,48700.0
Sate,2.60,10.00,1.10,2.40,52700.0
Rendang,2.60,10.00,1.10,2.40,61700.0
Sayur lodeh,2.60,10.00,1.10,2.40,50700.0
Gado Gado,2.60,10.00,1.10,2.40,49700.0
Rawon,2.60,10.00,1.10,2.40,56700.0
Ketoprak,2.60,10.00,1.10,2.40,49200.0
Siomay,2.60,10.00,1.10,2.40,45700.0
Nasi Goreng,0.80,11.50,1.10,2.40,51250.0
Indomie,0.80,11.50,1.10,2.40,38250.0
Bakso ayam,0.80,11.50,1.10,2.40,48250.0
Sate,0.80,11.50,1.10,2.40,52250.0
Rendang,0.80,11.50,1.10,2.40,61250.0
Sayur lodeh,0.80,11.50,1.10,2.40,50250.0
Gado Gado,0.80,11.50,1.10,2.40,49250.0
Rawon,0.80,11.50,1.10,2.40,56250.0
Ketoprak,0.80,11.50,1.10,2.40,48750.0
Siomay,0.80,11.50,1.10,2.40,45250.0
Nasi Goreng,1.00,11.50,1.10,2.40,51450.0
Indomie,1.00,11.50,1.10,2.40,38450.0
Bakso ayam,1.00,11.50,1.10,2.40,48450.0
Sate,1.00,11.50,1.10,2.40,52450.0
Rendang,1.00,11.50,1.10,2.40,61450.0
Sayur lodeh,1.00,11.50,1.10,2.40,50450.0
Gado Gado,1.00,11.50,1.10,2.40,49450.0
Rawon,1.00,11.50,1.10,2.40,56450.0
Ketoprak,1.00,11.50,1.10,2.40,48950.0
Siomay,1.00,11.50,1.10,2.40,45450.0
Nasi Goreng,1.20,11.50,1.10,2.40,51650.0
Indomie,1.20,11.50,1.10,2.40,38650.0
Bakso ayam,1.20,11.50,1.10,2.40,48650.0
Sate,1.20,11.50,1.10,2.40,52650.0
Rendang,1.20,11.50,1.10,2.40,61650.0
Sayur lodeh,1.20,11.50,1.10,2.40,50650.0
Gado Gado,1.20,11.50,1.10,2.40,49650.0
Rawon,1.20,11.50,1.10,2.40,56650.0
Ketoprak,1.20,11.50,1.10,2.40,49150.0
Siomay,1.20,11.50,1.10,2.40,45650.0
Nasi Goreng,1.40,11.50,1.10,2.40,51850.0
Indomie,1.40,11.50,1.10,2.40,38850.0
Bakso ayam,1.40,11.50,1.10,2.40,48850.0
Sate,1.40,11.50,1.10,2.40,52850.0
Rendang,1.40,11.50,1.10,2.40,61850.0
Sayur lodeh,1.40,11.50,1.10,2.40,50850.0
Gado Gado,1.40,11.50,1.10,2.40,49850.0
Rawon,1.40,11.50,1.10,2.40,56850.0
Ketoprak,1.40,11.50,1.10,2.40,49350.0
Siomay,1.40,11.50,1.10,2.40,45850.0
Nasi Goreng,1.60,11.50,1.10,2.40,52050.0
Indomie,1.60,11.50,1.10,2.40,39050.0
Bakso ayam,1.60,11.50,1.10,2.40,49050.0
Sate,1.60,11.50,1.10,2.40,53050.0
Rendang,1.60,11.50,1.10,2.40,62050.0
Sayur lodeh,1.60,11.50,1.10,2.40,51050.0
Gado Gado,1.60,11.50,1.10,2.40,50050.0
Rawon,1.60,11.50,1.10,2.40,57050.0
Ketoprak,1.60,11.50,1.10,2.40,49550.0
Siomay,1.60,11.50,1.10,2.40,46050.0
Nasi Goreng,1.80,11.50,1.10,2.40,52250.0
Indomie,1.80,11.50,1.10,2.40,39250.0
Bakso ayam,1.80,11.50,1.10,2.40,49250.0
Sate,1.80,11.50,1.10,2.40,53250.0
Rendang,1.80,11.50,1.10,2.40,62250.0
Sayur lodeh,1.80,11.50,1.10,2.40,51250.0
Gado Gado,1.80,11.50,1.10,2.40,50250.0
Rawon,1.80,11.50,1.10,2.40,57250.0
Ketoprak,1.80,11.50,1.10,2.40,49750.0
Siomay,1.80,11.50,1.10,2.40,46250.0
Nasi Goreng,2.00,11.50,1.10,2.40,52450.0
Indomie,2.00,11.50,1.10,2.40,39450.0
Bakso ayam,2.00,11.50,1.10,2.40,49450.0
Sate,2.00,11.50,1.10,2.40,53450.0
Rendang,2.00,11.50,1.10,2.40,62450.0
Sayur lodeh,2.00,11.50,1.10,2.40,51450.0
Gado Gado,2.00,11.50,1.10,2.40,50450.0
Rawon,2.00,11.50,1.10,2.40,57450.0
Ketoprak,2.00,11.50,1.10,2.40,49950.0
Siomay,2.00,11.50,1.10,2.40,46450.0
Nasi Goreng,2.20,11.50,1.10,2.40,52650.0
Indomie,2.20,11.50,1.10,2.40,39650.0
Bakso ayam,2.20,11.50,1.10,2.40,49650.0
Sate,2.20,11.50,1.10,2.40,53650.0
Rendang,2.20,11.50,1.10,2.40,62650.0
Sayur lodeh,2.20,11.50,1.10,2.40,51650.0
Gado Gado,2.20,11.50,1.10,2.40,50650.0
Rawon,2.20,11.50,1.10,2.40,57650.0
Ketoprak,2.20,11.50,1.10,2.40,50150.0
Siomay,2.20,11.50,1.10,2.40,46650.0
Nasi Goreng,2.40,11.50,1.10,2.40,52850.0
Indomie,2.40,11.50,1.10,2.40,39850.0
Bakso ayam,2.40,11.50,1.10,2.40,49850.0
Sate,2.40,11.50,1.10,2.40,53850.0
Rendang,2.40,11.50,1.10,2.40,62850.0
Sayur lodeh,2.40,11.50,1.10,2.40,51850.0
Gado Gado,2.40,11.50,1.10,2.40,50850.0
Rawon,2.40,11.50,1.10,2.40,57850.0
Ketoprak,2.40,11.50,1.10,2.40,50350.0
Siomay,2.40,11.50,1.10,2.40,46850.0
Nasi Goreng,2.60,11.50,1.10,2.40,53050.0
Indomie,2.60,11.50,1.10,2.40,40050.0
Bakso ayam,2.60,11.50,1.10,2.40,50050.0
Sate,2.60,11.50,1.10,2.40,54050.0
Rendang,2.60,11.50,1.10,2.40,63050.0
Sayur lodeh,2.60,11.50,1.10,2.40,52050.0
Gado Gado,2.60,11.50,1.10,2.40,51050.0
Rawon,2.60,11.50,1.10,2.40,58050.0
Ketoprak,2.60,11.50,1.10,2.40,50550.0
Siomay,2.60,11.50,1.10,2.40,47050.0
Nasi Goreng,0.80,13.00,1.10,2.40,52600.0
Indomie,0.80,13.00,1.10,2.40,39600.0
Bakso ayam,0.80,13.00,1.10,2.40,49600.0
Sate,0.80,13.00,1.10,2.40,53600.0
Rendang,0.80,13.00,1.10,2.40,62600.0
Sayur lodeh,0.80,13.00,1.10,2.40,51600.0
Gado Gado,0.80,13.00,1.10,2.40,50600.0
Rawon,0.80,13.00,1.10,2.40,57600.0
Ketoprak,0.80,13.00,1.10,2.40,50100.0
Siomay,0.80,13.00,1.10,2.40,46600.0
Nasi Goreng,1.00,13.00,1.10,2.40,52800.0
Indomie,1.00,13.00,1.10,2.40,39800.0
Bakso ayam,1.00,13.00,1.10,2.40,49800.0
Sate,1.00,13.00,1.10,2.40,53800.0
Rendang,1.00,13.00,1.10,2.40,62800.0
Sayur lodeh,1.00,13.00,1.10,2.40,51800.0
Gado Gado,1.00,13.00,1.10,2.40,50800.0
Rawon,1.00,13.00,1.10,2.40,57800.0
Ketoprak,1.00,13.00,1.10,2.40,50300.0
Siomay,1.00,13.00,1.10,2.40,46800.0
Nasi Goreng,1.20,13.00,1.10,2.40,53000.0
Indomie,1.20,13.00,1.10,2.40,40000.0
Bakso ayam,1.20,13.00,1.10,2.40,50000.0
Sate,1.20,13.00,1.10,2.40,54000.0
Rendang,1.20,13.00,1.10,2.40,63000.0
Sayur lodeh,1.20,13.00,1.10,2.40,52000.0
Gado Gado,1.20,13.00,1.10,2.40,51000.0
Rawon,1.20,13.00,1.10,2.40,58000.0
Ketoprak,1.20,13.00,1.10,2.40,50500.0
Siomay,1.20,13.00,1.10,2.40,47000.0
Nasi Goreng,1.40,13.00,1.10,2.40,53200.0
Indomie,1.40,13.00,1.10,2.40,40200.0
Bakso ayam,1.40,13.00,1.10,2.40,50200.0
Sate,1.40,13.00,1.10,2.40,54200.0
Rendang,1.40,13.00,1.10,2.40,63200.0
Sayur lodeh,1.40,13.00,1.10,2.40,52200.0
Gado Gado,1.40,13.00,1.10,2.40,51200.0
Rawon,1.40,13.00,1.10,2.40,58200.0
Ketoprak,1.40,13.00,1.10,2.40,50700.0
Siomay,1.40,13.00,1.10,2.40,47200.0
Nasi Goreng,1.60,13.00,1.10,2.40,53400.0
Indomie,1.60,13.00,1.10,2.40,40400.0
Bakso ayam,1.60,13.00,1.10,2.40,50400.0
Sate,1.60,13.00,1.10,2.40,54400.0
Rendang,1.60,13.00,1.10,2.40,63400.0
Sayur lodeh,1.60,13.00,1.10,2.40,52400.0
Gado Gado,1.60,13.00,1.10,2.40,51400.0
Rawon,1.60,13.00,1.10,2.40,58400.0
Ketoprak,1.60,13.00,1.10,2.40,50900.0
Siomay,1.60,13.00,1.10,2.40,47400.0
Nasi Goreng,1.80,13.00,1.10,2.40,53600.0
Indomie,1.80,13.00,1.10,2.40,40600.0
Bakso ayam,1.80,13.00,1.10,2.40,50600.0
Sate,1.80,13.00,1.10,2.40,54600.0
Rendang,1.80,13.00,1.10,2.40,63600.0
Sayur lodeh,1.80,13.00,1.10,2.40,52600.0
Gado Gado,1.80,13.00,1.10,2.40,51600.0
Rawon,1.80,13.00,1.10,2.40,58600.0
Ketoprak,1.80,13.00,1.10,2.40,51100.0
Siomay,1.80,13.00,1.10,2.40,47600.0
Nasi Goreng,2.00,13.00,1.10,2.40,53800.0
Indomie,2.00,13.00,1.10,2.40,40800.0
Bakso ayam,2.00,13.00,1.10,2.40,50800.0
Sate,2.00,13.00,1.10,2.40,54800.0
Rendang,2.00,13.00,1.10,2.40,63800.0
Sayur lodeh,2.00,13.00,1.10,2.40,52800.0
Gado Gado,2.00,13.00,1.10,2.40,51800.0
Rawon,2.00,13.00,1.10,2.40,58800.0
Ketoprak,2.00,13.00,1.10,2.40,51300.0
Siomay,2.00,13.00,1.10,2.40,47800.0
Nasi Goreng,2.20,13.00,1.10,2.40,54000.0
Indomie,2.20,13.00,1.10,2.40,41000.0
Bakso ayam,2.20,13.00,1.10,2.40,51000.0
Sate,2.20,13.00,1.10,2.40,55000.0
Rendang,2.20,13.00,1.10,2.40,64000.0
Sayur lodeh,2.20,13.00,1.10,2.40,53000.0
Gado Gado,2.20,13.00,1.10,2.40,52000.0
Rawon,2.20,13.00,1.10,2.40,59000.0
Ketoprak,2.20,13.00,1.10,2.40,51500.0
Siomay,2.20,13.00,1.10,2.40,48000.0
Nasi Goreng,2.40,13.00,1.10,2.40,54200.0
Indomie,2.40,13.00,1.10,2.40,41200.0
Bakso ayam,2.40,13.00,1.10,2.40,51200.0
Sate,2.40,13.00,1.10,2.40,55200.0
Rendang,2.40,13.00,1.10,2.40,64200.0
Sayur lodeh,2.40,13.00,1.10,2.40,53200.0
Gado Gado,2.40,13.00,1.10,2.40,52200.0
Rawon,2.40,13.00,1.10,2.40,59200.0
Ketoprak,2.40,13.00,1.10,2.40,51700.0
Siomay,2.40,13.00,1.10,2.40,48200.0
Nasi Goreng,2.60,13.00,1.10,2.40,54400.0
Indomie,2.60,13.00,1.10,2.40,41400.0
Bakso ayam,2.60,13.00,1.10,2.40,51400.0
Sate,2.60,13.00,1.10,2.40,55400.0
Rendang,2.60,13.00,1.10,2.40,64400.0
Sayur lodeh,2.60,13.00,1.10,2.40,53400.0
Gado Gado,2.60,13.00,1.10,2.40,52400.0
Rawon,2.60,13.00,1.10,2.40,59400.0
Ketoprak,2.60,13.00,1.10,2.40,51900.0
Siomay,2.60,13.00,1.10,2.40,48400.0
Nasi Goreng,0.80,14.50,1.10,2.40,53950.0
Indomie,0.80,14.50,1.10,2.40,40950.0
Bakso ayam,0.80,14.50,1.10,2.40,50950.0
Sate,0.80,14.50,1.10,2.40,54950.0
Rendang,0.80,14.50,1.10,2.40,63950.0
Sayur lodeh,0.80,14.50,1.10,2.40,52950.0
Gado Gado,0.80,14.50,1.10,2.40,51950.0
Rawon,0.80,14.50,1.10,2.40,58950.0
Ketoprak,0.80,14.50,1.10,2.40,51450.0
Siomay,0.80,14.50,1.10,2.40,47950.0
Nasi Goreng,1.00,14.50,1.10,2.40,54150.0
Indomie,1.00,14.50,1.10,2.40,41150.0
Bakso ayam,1.00,14.50,1.10,2.40,51150.0
Sate,1.00,14.50,1.10,2.40,55150.0
Rendang,1.00,14.50,1.10,2.40,64150.0
Sayur lodeh,1.00,14.50,1.10,2.40,53150.0
Gado Gado,1.00,14.50,1.10,2.40,52150.0
Rawon,1.00,14.50,1.10,2.40,59150.0
Ketoprak,1.00,14.50,1.10,2.40,51650.0
Siomay,1.00,14.50,1.10,2.40,48150.0
Nasi Goreng,1.20,14.50,1.10,2.40,54350.0
Indomie,1.20,14.50,1.10,2.40,41350.0
Bakso ayam,1.20,14.50,1.10,2.40,51350.0
Sate,1.20,14.50,1.10,2.40,55350.0
Rendang,1.20,14.50,1.10,2.40,64350.0
Sayur lodeh,1.20,14.50,1.10,2.40,53350.0
Gado Gado,1.20,14.50,1.10,2.40,52350.0
Rawon,1.20,14.50,1.10,2.40,59350.0
Ketoprak,1.20,14.50,1.10,2.40,51850.0
Siomay,1.20,14.50,1.10,2.40,48350.0
Nasi Goreng,1.40,14.50,1.10,2.40,54550.0
Indomie,1.40,14.50,1.10,2.40,41550.0
Bakso ayam,1.40,14.50,1.10,2.40,51550.0
Sate,1.40,14.50,1.10,2.40,55550.0
Rendang,1.40,14.50,1.10,2.40,64550.0
Sayur lodeh,1.40,14.50,1.10,2.40,53550.0
Gado Gado,1.40,14.50,1.10,2.40,52550.0
Rawon,1.40,14.50,1.10,2.40,59550.0
Ketoprak,1.40,14.50,1.10,2.40,52050.0
Siomay,1.40,14.50,1.10,2.40,48550.0
Nasi Goreng,1.60,14.50,1.10,2.40,54750.0
Indomie,1.60,14.50,1.10,2.40,41750.0
Bakso ayam,1.60,14.50,1.10,2.40,51750.0
